date,day_name,airport,direction,time,flight,airline,duration,time_range,distance,aircraft,seats,codeshare,entertainment,meals,uid,airline_source,page_date_verified,scraped_at
21/3/2026,Saturday,MYY,arrival,14:45,AK6186,AirAsia,Duration: 1h 5m,13:40 - 14:45,"320 miles, 515 km",Airbus A320,180,,,Meal (none specific),260321_AK6186_13401445,text,True,2026-02-15T14:26:20.656791
21/3/2026,Saturday,MYY,arrival,15:40,AK6073,AirAsia,Duration: 0h 50m,14:50 - 15:40,"181 miles, 291 km",Airbus A320neo,186,,,Meal (none specific),260321_AK6073_14501540,text,True,2026-02-15T14:26:21.009633
21/3/2026,Saturday,MYY,arrival,15:50,MY3223,MAXjet,Duration: 0h 45m,15:05 - 15:50,"110 miles, 177 km",ATR 72,68,,,Meal (none specific),260321_MY3223_15051550,text,True,2026-02-15T14:26:22.053978
21/3/2026,Saturday,MYY,arrival,15:50,AK5644,AirAsia,Duration: 2h 20m,13:30 - 15:50,"858 miles, 1381 km",Airbus A320,180,,,Meal (none specific),260321_AK5644_13301550,text,True,2026-02-15T14:26:22.685167
21/3/2026,Saturday,MYY,arrival,16:05,AK6182,AirAsia,Duration: 1h 0m,15:05 - 16:05,"320 miles, 515 km",Airbus A320,180,,,Meal (none specific),260321_AK6182_15051605,text,True,2026-02-15T14:26:23.034274
21/3/2026,Saturday,MYY,arrival,16:35,MY3473,MAXjet,Duration: 0h 35m,16:00 - 16:35,"78 miles, 126 km",ATR 72,68,,,Meal (none specific),260321_MY3473_16001635,text,True,2026-02-15T14:26:23.353789
21/3/2026,Saturday,MYY,arrival,16:45,MH2594,Malaysia Airlines,Duration: 2h 25m,14:20 - 16:45,"858 miles, 1381 km",Boeing 737-800 (winglets) Passenger/BBJ2,166,FY 7576 /GA 8926 /PR 3532 /QR 5431 /TK 4854,,Meal (none specific),260321_MH2594_14201645,text,True,2026-02-15T14:26:23.691730
21/3/2026,Saturday,MYY,arrival,17:15,MY3475,MAXjet,Duration: 0h 35m,16:40 - 17:15,"78 miles, 126 km",ATR 72,68,,,Meal (none specific),260321_MY3475_16401715,text,True,2026-02-15T14:26:24.649656
21/3/2026,Saturday,MYY,arrival,17:30,AK5012,AirAsia,Duration: 2h 0m,15:30 - 17:30,"739 miles, 1189 km",Airbus A320,180,,,Meal (none specific),260321_AK5012_15301730,text,True,2026-02-15T14:26:24.994707
21/3/2026,Saturday,MYY,arrival,18:20,AK6075,AirAsia,Duration: 0h 50m,17:30 - 18:20,"181 miles, 291 km",Airbus A320neo,186,,,Meal (none specific),260321_AK6075_17301820,text,True,2026-02-15T14:26:26.005969
21/3/2026,Saturday,MYY,arrival,18:55,AK6184,AirAsia,Duration: 1h 0m,17:55 - 18:55,"320 miles, 515 km",Airbus A320,180,,,Meal (none specific),260321_AK6184_17551855,text,True,2026-02-15T14:26:26.352548
21/3/2026,Saturday,MYY,arrival,19:00,MY3227,MAXjet,Duration: 0h 45m,18:15 - 19:00,"110 miles, 177 km",ATR 72,68,,,Meal (none specific),260321_MY3227_18151900,text,True,2026-02-15T14:26:26.684856
21/3/2026,Saturday,MYY,arrival,19:05,TR412,Scoot,Duration: 2h 10m,16:55 - 19:05,"723 miles, 1163 km",Embraer 190 E2,112,SQ 8512,,Meal (none specific),260321_TR412_16551905,text,True,2026-02-15T14:26:27.056323
21/3/2026,Saturday,MYY,arrival,19:40,AK5646,AirAsia,Duration: 2h 20m,17:20 - 19:40,"858 miles, 1381 km",Airbus A320,180,,,Meal (none specific),260321_AK5646_17201940,text,True,2026-02-15T14:26:27.388397
21/3/2026,Saturday,MYY,arrival,19:50,MY3446,MAXjet,Duration: 0h 40m,19:10 - 19:50,"106 miles, 171 km",ATR 72,68,,,Meal (none specific),260321_MY3446_19101950,text,True,2026-02-15T14:26:27.712516
21/3/2026,Saturday,MYY,arrival,19:50,MH2584,Malaysia Airlines,Duration: 2h 35m,17:15 - 19:50,"858 miles, 1381 km",Boeing 737-800 (winglets) Passenger/BBJ2,166,FY 7572 /GA 9315 /KL 3854 /PR 3530 /QR 5428,,Meal (none specific),260321_MH2584_17151950,text,True,2026-02-15T14:26:28.022548
21/3/2026,Saturday,MYY,arrival,20:05,MY3656,MAXjet,Duration: 1h 0m,19:05 - 20:05,"199 miles, 320 km",ATR 72,68,,,Meal (none specific),260321_MY3656_19052005,text,True,2026-02-15T14:26:28.359113
21/3/2026,Saturday,MYY,arrival,22:10,AK5648,AirAsia,Duration: 2h 20m,19:50 - 22:10,"858 miles, 1381 km",Airbus A320 (sharklets),180,,,Meal (none specific),260321_AK5648_19502210,text,True,2026-02-15T14:26:28.690044
21/3/2026,Saturday,MYY,arrival,13:25,MY3513,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:26:29.094082
21/3/2026,Saturday,MYY,arrival,11:15,MY3623,MAXjet,0h 20m,,,,,,,,,no have detail,True,2026-02-15T14:26:29.150100
21/3/2026,Saturday,MYY,arrival,17:50,MY3519,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:26:29.295027
21/3/2026,Saturday,MYY,arrival,14:40,MY3577,MAXjet,0h 20m,,,,,,,,,no have detail,True,2026-02-15T14:26:29.399856
21/3/2026,Saturday,MYY,arrival,15:40,MY3525,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:26:29.630857
21/3/2026,Saturday,MYY,arrival,09:00,MY3511,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:26:29.714667
21/3/2026,Saturday,MYY,arrival,11:20,MY3521,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:26:29.824098
21/3/2026,Saturday,MYY,arrival,13:30,MY3552,MAXjet,1h 10m,,,,,,,,,no have detail,True,2026-02-15T14:26:30.002661
21/3/2026,Saturday,MYY,arrival,13:40,MY3437,MAXjet,0h 50m,,,,,,,,,no have detail,True,2026-02-15T14:26:30.168942
21/3/2026,Saturday,MYY,arrival,11:30,MY3593,MAXjet,0h 55m,,,,,,,,,no have detail,True,2026-02-15T14:26:30.291703
21/3/2026,Saturday,MYY,arrival,14:40,MY3439,MAXjet,0h 50m,,,,,,,,,no have detail,True,2026-02-15T14:26:30.501615
21/3/2026,Saturday,MYY,arrival,16:50,MY3517,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:26:30.721515
21/3/2026,Saturday,MYY,arrival,12:10,MY3541,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:26:30.858165
21/3/2026,Saturday,MYY,arrival,11:20,MY3435,MAXjet,0h 50m,,,,,,,,,no have detail,True,2026-02-15T14:26:30.965919
